,id,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,score,direction
9394,5112,travel,alone,sunny,morning,1,1,0,22,0
9395,11573,travel,alone,sunny,afternoon,1,0,0,0,0
9396,15501,travel,friends,sunny,evening,1,0,0,0,0
9397,9346,travel,friends,sunny,morning,1,1,0,0,0
9398,11226,travel,friends,sunny,night,1,0,0,0,0
9399,12334,travel,friends,snowy,morning,1,1,0,20,0
9400,3320,travel,alone,sunny,morning,1,0,0,0,0
9401,14660,travel,alone,rainy,evening,1,0,0,0,1
9402,7039,travel,alone,snowy,evening,1,1,0,0,0
9403,13802,travel,alone,snowy,evening,1,0,0,0,0
9404,18297,work,alone,rainy,morning,1,1,1,0,0
9405,6396,work,alone,snowy,morning,1,1,1,0,0
9406,12169,travel,family,rainy,night,1,1,0,0,0
9407,6648,travel,family,snowy,afternoon,1,1,0,0,0
9408,2568,travel,alone,sunny,afternoon,1,0,0,7,0
9409,5216,travel,friends,sunny,evening,1,0,0,7,0
9410,15192,travel,family,sunny,morning,1,0,0,7,0
9411,11179,travel,alone,snowy,night,1,0,0,0,0
9412,1960,travel,alone,sunny,afternoon,1,0,0,8,1
9413,9637,work,alone,rainy,morning,1,1,1,0,0
9414,14016,work,alone,snowy,morning,1,1,1,9,0
9415,6664,travel,friends,sunny,morning,1,1,0,0,0
9416,7596,travel,friends,rainy,evening,1,1,0,0,0
9417,4383,travel,family,sunny,morning,1,1,0,24,0
9418,2881,travel,family,snowy,afternoon,1,1,0,0,0
9419,14702,travel,alone,snowy,night,1,0,0,0,0
9420,1879,travel,alone,sunny,evening,1,0,0,0,1
9421,8185,work,alone,snowy,morning,1,1,1,24,0
9422,3639,travel,friends,sunny,afternoon,1,1,0,7,0
9423,5426,travel,friends,sunny,afternoon,1,0,0,0,0
9424,1155,travel,friends,rainy,night,1,1,0,0,0
9425,12567,travel,friends,snowy,night,1,1,0,0,0
9426,5906,travel,family,sunny,morning,1,1,0,4,0
9427,16485,travel,family,rainy,morning,1,0,0,0,0
9428,8228,travel,family,rainy,afternoon,1,1,0,0,0
9429,13978,travel,alone,sunny,evening,1,0,0,7,1
9430,14870,work,alone,snowy,morning,1,1,1,0,0
9431,19700,travel,family,rainy,evening,1,1,0,0,0
9432,11448,travel,family,snowy,afternoon,1,1,0,0,0
9433,8519,travel,alone,sunny,morning,1,1,0,9,0
9434,11430,travel,friends,sunny,morning,1,1,0,8,0
9435,7433,travel,friends,sunny,evening,1,0,0,5,0
9436,14134,travel,friends,snowy,morning,1,1,0,0,0
9437,1203,travel,friends,snowy,night,1,1,0,0,0
9438,19330,travel,alone,snowy,afternoon,1,1,0,8,0
9439,13466,travel,alone,snowy,night,1,0,0,8,0
9440,1927,work,alone,rainy,morning,1,1,1,6,0
9441,2057,work,alone,snowy,morning,1,1,1,0,0
9442,13152,travel,alone,sunny,morning,1,1,0,0,0
9443,14772,travel,alone,sunny,afternoon,1,0,0,9,0
9444,11713,travel,alone,sunny,morning,1,0,0,0,0
9445,16739,travel,alone,snowy,evening,1,0,0,0,0
9446,11322,work,alone,rainy,morning,1,1,1,11,0
9447,7575,work,alone,snowy,morning,1,1,1,0,0
9448,7730,work,alone,snowy,morning,1,1,1,11,0
9449,7691,work,alone,sunny,morning,1,0,0,0,1
9450,12097,travel,family,rainy,evening,1,1,0,0,0
9451,8549,travel,family,snowy,evening,1,1,0,0,0
9452,9469,travel,alone,sunny,evening,1,0,0,0,0
9453,5838,travel,friends,snowy,morning,1,1,0,0,0
9454,16781,travel,friends,snowy,night,1,1,0,0,0
9455,7867,travel,family,sunny,afternoon,1,0,0,0,0
9456,9892,travel,family,sunny,afternoon,1,1,0,19,0
9457,14685,travel,alone,sunny,afternoon,1,1,0,0,1
9458,12881,travel,alone,snowy,afternoon,1,1,0,11,0
9459,10610,travel,alone,snowy,evening,1,0,0,0,0
9460,5250,work,alone,rainy,morning,1,1,1,0,0
9461,5759,work,alone,snowy,morning,1,1,1,15,0
9462,17081,work,alone,snowy,morning,1,1,1,16,0
9463,9459,travel,friends,snowy,morning,1,1,0,2,0
9464,10722,travel,alone,snowy,afternoon,1,1,0,0,0
9465,13623,travel,family,sunny,night,1,1,0,0,0
9466,12384,work,alone,rainy,morning,1,1,1,0,0
9467,9369,travel,alone,sunny,morning,1,1,0,0,0
9468,8121,travel,alone,sunny,afternoon,1,0,0,0,0
9469,4855,travel,friends,sunny,afternoon,1,1,0,14,0
9470,19375,travel,friends,sunny,morning,1,1,0,0,0
9471,18526,travel,friends,rainy,evening,1,1,0,0,0
9472,2583,travel,friends,snowy,morning,1,1,0,19,0
9473,8266,travel,alone,sunny,morning,1,0,0,0,0
9474,1659,travel,alone,sunny,afternoon,1,1,0,0,1
9475,12284,travel,alone,rainy,evening,1,0,0,0,1
9476,9538,travel,alone,snowy,afternoon,1,1,0,0,0
9477,18211,travel,alone,snowy,evening,1,0,0,15,0
9478,5263,work,alone,rainy,morning,1,1,1,12,0
9479,2949,work,alone,rainy,morning,1,1,1,0,0
9480,19409,work,alone,snowy,morning,1,1,1,19,0
9481,19077,work,alone,snowy,morning,1,1,1,11,0
9482,15837,travel,family,snowy,evening,1,1,0,14,0
9483,2691,travel,friends,rainy,evening,1,1,0,11,0
9484,10935,travel,alone,sunny,afternoon,1,0,0,0,1
9485,18877,work,alone,rainy,morning,1,1,1,0,0
9486,1542,work,alone,snowy,morning,1,1,1,0,0
9487,16149,travel,friends,rainy,night,1,1,0,23,0
9488,12749,travel,family,sunny,morning,1,1,0,0,0
9489,19372,travel,family,rainy,afternoon,1,1,0,0,0
9490,16746,travel,family,snowy,afternoon,1,1,0,0,0
9491,4847,travel,family,sunny,afternoon,1,0,0,0,0
9492,1579,travel,alone,rainy,night,1,0,0,20,1
9493,6168,travel,family,sunny,evening,1,0,0,23,1
9494,15712,travel,alone,sunny,evening,1,0,0,0,1
9495,5361,work,alone,rainy,morning,1,1,1,22,0
9496,7879,work,alone,snowy,morning,1,1,1,19,0
9497,2919,travel,family,rainy,evening,1,1,0,1,0
9498,10600,travel,family,snowy,afternoon,1,1,0,0,0
9499,13983,travel,family,sunny,afternoon,1,0,0,0,0
9500,17098,travel,family,sunny,afternoon,1,1,0,0,0
9501,3898,travel,family,sunny,evening,1,1,0,3,0
9502,3741,travel,alone,sunny,morning,1,1,0,0,0
9503,6230,travel,alone,sunny,afternoon,1,0,0,0,0
9504,5427,travel,friends,sunny,afternoon,1,1,0,0,0
9505,10811,travel,family,sunny,morning,1,1,0,9,0
9506,10867,travel,family,snowy,afternoon,1,1,0,0,0
9507,19619,travel,alone,snowy,evening,1,1,0,0,0
9508,14878,travel,alone,snowy,evening,1,0,0,8,0
9509,5089,travel,family,sunny,evening,1,0,0,7,1
9510,19897,travel,alone,sunny,afternoon,1,0,0,9,1
9511,18768,work,alone,rainy,morning,1,1,1,0,0
9512,11812,work,alone,snowy,morning,1,1,1,0,0
9513,12631,work,alone,sunny,morning,1,0,0,0,1
9514,5177,travel,friends,sunny,morning,1,1,0,2,0
9515,17146,travel,friends,sunny,evening,1,0,0,0,0
9516,10440,travel,friends,rainy,evening,1,1,0,4,0
9517,8541,travel,alone,snowy,night,1,0,0,0,0
9518,18139,travel,alone,sunny,afternoon,1,0,0,5,1
9519,5297,work,alone,rainy,morning,1,1,1,0,0
9520,7968,work,alone,snowy,morning,1,1,1,0,0
9521,5686,travel,alone,sunny,evening,1,0,0,21,0
9522,10841,travel,friends,sunny,afternoon,1,0,0,0,0
9523,12017,travel,friends,sunny,evening,1,0,0,0,0
9524,6504,travel,friends,rainy,night,1,1,0,0,0
9525,9244,travel,friends,snowy,evening,1,1,0,0,0
9526,4025,travel,family,sunny,morning,1,1,0,17,0
9527,6280,travel,family,rainy,morning,1,0,0,0,0
9528,18120,travel,alone,snowy,evening,1,1,0,0,0
9529,14142,travel,alone,snowy,evening,1,0,0,15,0
9530,13770,travel,alone,sunny,evening,1,0,0,14,1
9531,18468,work,alone,rainy,morning,1,1,1,15,0
9532,10019,work,alone,snowy,morning,1,1,1,0,0
9533,6686,travel,alone,sunny,evening,1,0,0,10,0
9534,1820,travel,friends,sunny,afternoon,1,1,0,0,0
9535,18707,travel,friends,sunny,evening,1,0,0,0,0
9536,8626,travel,friends,rainy,night,1,1,0,0,0
9537,12140,travel,family,sunny,evening,1,1,0,13,0
9538,3565,travel,family,sunny,morning,1,1,0,0,0
9539,17355,travel,family,rainy,afternoon,1,1,0,9,0
9540,6961,travel,family,snowy,afternoon,1,1,0,0,0
9541,13473,travel,alone,snowy,evening,1,1,0,0,0
9542,11018,travel,alone,snowy,night,1,0,0,0,0
9543,2577,travel,alone,sunny,afternoon,1,0,0,11,1
9544,19087,work,alone,snowy,morning,1,1,1,0,0
9545,18463,travel,friends,rainy,evening,1,1,0,0,0
9546,1468,travel,alone,sunny,morning,1,0,0,4,0
9547,15561,travel,alone,snowy,afternoon,1,1,0,0,0
9548,11509,travel,alone,sunny,evening,1,0,0,0,1
9549,16130,work,alone,rainy,morning,1,1,1,0,0
9550,8786,work,alone,snowy,morning,1,1,1,0,0
9551,9883,travel,alone,sunny,evening,1,0,0,4,0
9552,15015,travel,friends,sunny,afternoon,1,1,0,8,0
9553,4293,travel,friends,sunny,evening,1,0,0,0,0
9554,1250,travel,friends,sunny,evening,1,0,0,0,0
9555,8711,travel,family,rainy,afternoon,1,1,0,0,0
9556,2699,travel,alone,snowy,evening,1,1,0,7,0
9557,4738,travel,alone,snowy,night,1,0,0,4,0
9558,15882,travel,family,sunny,afternoon,1,0,0,0,1
9559,9769,work,alone,rainy,morning,1,1,1,5,0
9560,1799,work,alone,snowy,morning,1,1,1,7,0
9561,6075,travel,friends,sunny,morning,1,1,0,0,0
9562,3857,travel,friends,sunny,evening,1,0,0,0,0
9563,3645,travel,friends,rainy,night,1,1,0,0,0
9564,4674,travel,friends,snowy,morning,1,1,0,0,0
9565,6709,travel,friends,snowy,night,1,1,0,0,0
9566,1964,travel,alone,sunny,morning,1,0,0,32,0
9567,9468,travel,alone,rainy,evening,1,0,0,0,1
9568,18420,travel,alone,snowy,night,1,0,0,0,0
9569,17813,travel,alone,sunny,evening,1,0,0,0,1
9570,11892,work,alone,snowy,morning,1,1,1,0,0
9571,14348,travel,alone,sunny,morning,1,1,0,0,0
9572,1037,travel,alone,sunny,afternoon,1,0,0,0,0
9573,18699,travel,family,snowy,afternoon,1,1,0,0,0
9574,4657,travel,alone,snowy,night,1,0,0,10,0
9575,13440,travel,family,sunny,afternoon,1,0,0,13,1
9576,2260,travel,alone,sunny,evening,1,0,0,10,1
9577,14605,work,alone,snowy,morning,1,1,1,9,0
9578,19561,travel,alone,sunny,afternoon,1,0,0,17,0
9579,5737,travel,friends,sunny,afternoon,1,1,0,20,0
9580,10435,travel,friends,sunny,afternoon,1,0,0,0,0
9581,16391,travel,friends,rainy,evening,1,1,0,0,0
9582,4524,travel,friends,snowy,morning,1,1,0,0,0
9583,5841,travel,family,snowy,afternoon,1,1,0,0,0
9584,8338,travel,alone,snowy,evening,1,1,0,0,0
9585,11456,travel,alone,snowy,evening,1,0,0,0,0
9586,9857,travel,family,sunny,evening,1,0,0,0,1
9587,14992,work,alone,rainy,morning,1,1,1,17,0
9588,4201,work,alone,snowy,morning,1,1,1,0,0
9589,2088,work,alone,snowy,morning,1,1,1,14,0
9590,13162,travel,alone,sunny,evening,1,0,0,0,0
9591,17970,travel,friends,sunny,afternoon,1,1,0,0,0
9592,1936,travel,friends,sunny,night,1,0,0,0,0
9593,3754,travel,friends,rainy,evening,1,1,0,0,0
9594,17607,travel,alone,sunny,afternoon,1,1,0,0,1
9595,15285,travel,alone,snowy,evening,1,0,0,84,0
9596,17100,travel,alone,sunny,afternoon,1,0,0,0,1
9597,2170,work,alone,rainy,morning,1,1,1,0,0
9598,12021,work,alone,snowy,morning,1,1,1,0,0
9599,15347,travel,alone,sunny,morning,1,1,0,6,0
9600,4567,travel,friends,rainy,night,1,1,0,0,0
9601,15138,travel,family,rainy,morning,1,0,0,0,0
9602,14094,travel,family,snowy,afternoon,1,1,0,7,0
9603,2194,travel,alone,snowy,afternoon,1,1,0,0,0
9604,9251,travel,family,sunny,afternoon,1,0,0,6,1
9605,2201,travel,alone,sunny,afternoon,1,0,0,0,1
9606,18427,work,alone,rainy,morning,1,1,1,13,0
9607,16654,work,alone,snowy,morning,1,1,1,10,0
9608,1754,travel,friends,sunny,evening,1,0,0,9,0
9609,8667,travel,friends,snowy,evening,1,1,0,0,0
9610,14233,travel,alone,rainy,night,1,0,0,0,1
9611,16600,travel,alone,snowy,evening,1,1,0,0,0
9612,11883,travel,alone,snowy,evening,1,0,0,12,0
9613,8919,work,alone,rainy,morning,1,1,1,10,0
9614,6759,work,alone,rainy,morning,1,1,1,0,0
9615,11665,work,alone,snowy,morning,1,1,1,8,0
9616,10148,work,alone,snowy,morning,1,1,1,7,0
9617,7695,work,alone,sunny,morning,1,0,0,0,1
9618,9341,travel,friends,rainy,evening,1,1,0,0,0
9619,9627,travel,family,rainy,afternoon,1,1,0,26,0
9620,12736,travel,family,snowy,morning,1,1,0,27,0
9621,10934,travel,alone,snowy,night,1,0,0,0,0
9622,16043,travel,alone,sunny,evening,1,0,0,0,1
9623,2771,work,alone,snowy,morning,1,1,1,0,0
9624,13180,work,alone,snowy,morning,1,1,1,18,0
9625,15558,travel,alone,sunny,evening,1,0,0,16,1
9626,15552,travel,alone,sunny,afternoon,1,0,0,0,0
9627,18349,travel,friends,sunny,afternoon,1,1,0,0,0
9628,19082,travel,friends,sunny,evening,1,0,0,0,0
9629,8597,travel,friends,snowy,morning,1,1,0,0,0
9630,14627,travel,friends,snowy,night,1,1,0,0,0
9631,17601,travel,alone,snowy,night,1,0,0,0,0
9632,9938,travel,alone,sunny,evening,1,0,0,31,1
9633,3196,work,alone,rainy,morning,1,1,1,0,0
9634,12093,work,alone,snowy,morning,1,1,1,0,0
9635,18971,travel,friends,rainy,evening,1,1,0,5,0
9636,5601,travel,family,sunny,morning,1,1,0,8,0
9637,14892,travel,alone,sunny,evening,1,0,0,0,1
9638,10024,travel,family,rainy,night,1,1,0,0,0
9639,10555,travel,family,snowy,afternoon,1,1,0,35,0
9640,18390,travel,alone,sunny,morning,1,1,0,0,0
9641,1687,travel,alone,sunny,evening,1,0,0,0,0
9642,19792,travel,friends,sunny,evening,1,0,0,0,0
9643,16470,travel,friends,sunny,night,1,0,0,33,0
9644,7486,travel,friends,rainy,evening,1,1,0,0,0
9645,7058,travel,friends,snowy,morning,1,1,0,0,0
9646,19115,travel,friends,snowy,evening,1,1,0,30,0
9647,7858,travel,family,sunny,afternoon,1,1,0,0,0
9648,9248,travel,alone,snowy,afternoon,1,1,0,0,0
9649,16661,travel,alone,sunny,afternoon,1,0,0,38,1
9650,15162,travel,family,sunny,night,1,1,0,0,0
9651,13538,work,alone,snowy,morning,1,1,1,0,0
9652,13524,work,alone,sunny,morning,1,0,0,0,1
9653,4682,travel,family,rainy,evening,1,1,0,8,0
9654,10676,travel,family,snowy,evening,1,1,0,0,0
9655,11784,travel,friends,sunny,afternoon,1,1,0,0,0
9656,15237,travel,friends,sunny,night,1,0,0,0,0
9657,17127,travel,friends,rainy,evening,1,1,0,1,0
9658,11085,travel,family,sunny,afternoon,1,0,0,0,0
9659,11804,travel,family,sunny,morning,1,1,0,0,0
9660,10521,travel,alone,snowy,evening,1,0,0,0,0
9661,18087,travel,alone,sunny,afternoon,1,0,0,0,1
9662,6866,work,alone,snowy,morning,1,1,1,0,0
9663,19607,travel,alone,sunny,morning,1,1,0,0,0
9664,3871,travel,alone,sunny,evening,1,0,0,0,0
9665,6362,travel,friends,sunny,afternoon,1,1,0,0,0
9666,16069,travel,friends,sunny,afternoon,1,0,0,0,0
9667,3849,travel,family,sunny,evening,1,1,0,9,0
9668,10406,travel,family,rainy,morning,1,0,0,11,0
9669,1255,travel,family,snowy,morning,1,1,0,0,0
9670,1146,travel,alone,snowy,evening,1,1,0,0,0
9671,10050,travel,alone,snowy,night,1,0,0,7,0
9672,11512,travel,family,sunny,evening,1,0,0,0,1
9673,15089,work,alone,rainy,morning,1,1,1,0,0
9674,15569,work,alone,snowy,morning,1,1,1,0,0
9675,5745,work,alone,snowy,morning,1,1,1,0,0
9676,8104,travel,alone,sunny,morning,1,1,0,0,0
9677,10978,travel,friends,sunny,afternoon,1,1,0,0,0
9678,10203,travel,friends,snowy,morning,1,1,0,0,0
9679,19998,travel,friends,snowy,evening,1,1,0,0,0
9680,5419,work,alone,rainy,morning,1,1,1,0,0
9681,5600,work,alone,snowy,morning,1,1,1,5,0
9682,6757,travel,friends,sunny,afternoon,1,1,0,10,0
9683,5922,travel,friends,sunny,afternoon,1,0,0,0,0
9684,15738,travel,alone,snowy,evening,1,1,0,0,0
9685,9998,travel,alone,snowy,evening,1,0,0,0,0
9686,2894,work,alone,rainy,morning,1,1,1,0,0
9687,12761,work,alone,rainy,morning,1,1,1,0,0
9688,19649,work,alone,snowy,morning,1,1,1,0,0
9689,6379,work,alone,snowy,morning,1,1,1,0,0
9690,4693,work,alone,sunny,morning,1,0,0,0,1
9691,11035,travel,alone,sunny,morning,1,1,0,0,0
9692,1123,travel,alone,sunny,evening,1,0,0,0,0
9693,7123,travel,friends,sunny,afternoon,1,1,0,26,0
9694,17172,travel,friends,sunny,afternoon,1,0,0,0,0
9695,16415,travel,friends,sunny,evening,1,0,0,0,0
9696,3905,travel,alone,sunny,morning,1,0,0,0,0
9697,13886,travel,alone,snowy,afternoon,1,1,0,0,0
9698,10282,travel,alone,snowy,evening,1,0,0,0,0
9699,7520,work,alone,rainy,morning,1,1,1,0,0
9700,8983,work,alone,rainy,morning,1,1,1,0,0
9701,2292,work,alone,snowy,morning,1,1,1,31,0
9702,12007,work,alone,snowy,morning,1,1,1,0,0
9703,3827,travel,family,rainy,night,1,1,0,0,0
9704,9132,travel,alone,sunny,evening,1,0,0,12,0
9705,5483,travel,friends,rainy,evening,1,1,0,8,0
9706,10405,travel,family,sunny,morning,1,1,0,0,0
9707,5208,travel,alone,sunny,evening,1,0,0,9,1
9708,2163,travel,family,rainy,evening,1,1,0,0,0
9709,10901,travel,family,rainy,night,1,1,0,0,0
9710,2649,travel,alone,sunny,evening,1,0,0,0,0
9711,13437,travel,friends,rainy,evening,1,1,0,4,0
9712,11013,travel,friends,snowy,morning,1,1,0,0,0
9713,18343,travel,family,sunny,afternoon,1,0,0,0,0
9714,1225,travel,alone,snowy,afternoon,1,1,0,0,0
9715,10982,travel,alone,snowy,night,1,0,0,0,0
9716,11061,travel,alone,sunny,afternoon,1,0,0,2,1
9717,18313,work,alone,rainy,morning,1,1,1,0,0
9718,9860,work,alone,snowy,morning,1,1,1,0,0
9719,4451,travel,alone,sunny,morning,1,1,0,0,0
9720,19741,travel,alone,sunny,afternoon,1,0,0,0,0
9721,9813,travel,friends,sunny,afternoon,1,1,0,0,0
9722,13251,travel,friends,sunny,afternoon,1,0,0,0,0
9723,7785,travel,friends,sunny,morning,1,1,0,0,0
9724,12016,travel,friends,sunny,night,1,0,0,0,0
9725,11662,travel,friends,snowy,night,1,1,0,15,0
9726,1184,travel,alone,sunny,morning,1,0,0,0,0
9727,17042,travel,alone,rainy,evening,1,0,0,0,1
9728,11020,travel,alone,snowy,evening,1,1,0,0,0
9729,19907,travel,alone,snowy,night,1,0,0,0,0
9730,2320,work,alone,rainy,morning,1,1,1,0,0
9731,4839,work,alone,rainy,morning,1,1,1,28,0
9732,12282,work,alone,snowy,morning,1,1,1,18,0
9733,7311,work,alone,snowy,morning,1,1,1,26,0
9734,12241,travel,friends,sunny,afternoon,1,0,0,0,0
9735,15688,travel,family,sunny,morning,1,1,0,0,0
9736,6287,travel,alone,snowy,afternoon,1,1,0,4,0
9737,12319,travel,alone,snowy,night,1,0,0,4,0
9738,17184,travel,family,sunny,afternoon,1,0,0,0,1
9739,1969,work,alone,snowy,morning,1,1,1,0,0
9740,7352,work,alone,snowy,morning,1,1,1,4,0
9741,1681,travel,alone,sunny,afternoon,1,0,0,0,0
9742,17460,travel,friends,rainy,evening,1,1,0,0,0
9743,13917,travel,family,snowy,afternoon,1,1,0,0,0
9744,15524,travel,alone,snowy,night,1,0,0,18,0
9745,10598,work,alone,rainy,morning,1,1,1,0,0
9746,9329,work,alone,snowy,morning,1,1,1,0,0
9747,13972,travel,family,rainy,evening,1,1,0,0,0
9748,4916,travel,family,rainy,night,1,1,0,0,0
9749,6682,travel,family,snowy,evening,1,1,0,0,0
9750,5866,travel,alone,sunny,morning,1,1,0,0,0
9751,6390,travel,alone,sunny,afternoon,1,0,0,0,0
9752,4811,travel,friends,sunny,evening,1,0,0,14,0
9753,10053,travel,friends,snowy,morning,1,1,0,12,0
9754,19963,travel,friends,snowy,night,1,1,0,9,0
9755,11591,travel,family,sunny,afternoon,1,1,0,11,0
9756,6305,travel,alone,sunny,evening,1,1,0,0,1
9757,2710,travel,alone,snowy,evening,1,1,0,0,0
9758,17768,travel,alone,snowy,night,1,0,0,0,0
9759,2868,travel,alone,sunny,evening,1,0,0,16,1
9760,4777,travel,family,sunny,night,1,1,0,0,0
9761,11240,work,alone,snowy,morning,1,1,1,12,0
9762,2226,work,alone,sunny,morning,1,0,0,0,1
9763,1045,travel,alone,sunny,morning,1,1,0,0,0
9764,10855,travel,alone,sunny,afternoon,1,0,0,5,0
9765,18744,travel,friends,sunny,afternoon,1,1,0,3,0
9766,15083,travel,friends,sunny,evening,1,0,0,4,0
9767,15194,travel,friends,rainy,evening,1,1,0,1,0
9768,11800,travel,friends,snowy,night,1,1,0,0,0
9769,19828,travel,alone,sunny,morning,1,0,0,2,0
9770,6959,travel,alone,snowy,afternoon,1,1,0,3,0
9771,1008,travel,alone,snowy,evening,1,0,0,1,0
9772,5820,travel,alone,sunny,afternoon,1,0,0,3,1
9773,18227,work,alone,rainy,morning,1,1,1,3,0
9774,1484,work,alone,rainy,morning,1,1,1,0,0
9775,7302,work,alone,snowy,morning,1,1,1,0,0
9776,4224,work,alone,snowy,morning,1,1,1,0,0
9777,16359,travel,family,rainy,night,1,1,0,0,0
9778,17827,travel,family,snowy,afternoon,1,1,0,0,0
9779,5068,travel,friends,sunny,afternoon,1,1,0,0,0
9780,8955,travel,friends,rainy,evening,1,1,0,14,0
9781,11334,travel,family,sunny,afternoon,1,0,0,0,0
9782,1688,travel,alone,snowy,evening,1,0,0,0,0
9783,7827,travel,alone,sunny,afternoon,1,0,0,0,1
9784,19585,work,alone,rainy,morning,1,1,1,0,0
9785,4156,work,alone,snowy,morning,1,1,1,0,0
9786,16925,work,alone,snowy,morning,1,1,1,0,0
9787,7338,work,alone,sunny,morning,1,0,0,16,1
9788,17494,travel,family,rainy,evening,1,1,0,0,0
9789,13674,travel,family,snowy,evening,1,1,0,0,0
9790,1670,travel,alone,sunny,afternoon,1,0,0,10,0
9791,12090,travel,alone,snowy,evening,1,1,0,0,0
9792,10110,work,alone,snowy,morning,1,1,1,0,0
9793,15335,travel,friends,rainy,evening,1,1,0,0,0
9794,4233,travel,alone,sunny,morning,1,0,0,0,0
9795,5279,travel,alone,snowy,afternoon,1,1,0,0,0
9796,7936,travel,alone,sunny,afternoon,1,0,0,0,1
9797,13221,travel,friends,snowy,morning,1,1,0,0,0
9798,4737,travel,friends,snowy,night,1,1,0,17,0
9799,13429,travel,family,rainy,morning,1,0,0,16,0
9800,3923,travel,family,snowy,afternoon,1,1,0,0,0
9801,11083,travel,alone,snowy,afternoon,1,1,0,0,0
9802,17258,work,alone,rainy,morning,1,1,1,0,0
9803,18873,work,alone,snowy,morning,1,1,1,0,0
9804,4180,travel,friends,snowy,morning,1,1,0,0,0
9805,3795,travel,friends,snowy,evening,1,1,0,0,0
9806,18383,travel,family,sunny,morning,1,0,0,0,0
9807,2519,travel,alone,snowy,evening,1,1,0,0,0
9808,16002,work,alone,rainy,morning,1,1,1,0,0
9809,3963,work,alone,snowy,morning,1,1,1,0,0
9810,8528,work,alone,snowy,morning,1,1,1,16,0
9811,10764,travel,alone,sunny,morning,1,1,0,10,0
9812,3602,travel,alone,sunny,evening,1,0,0,9,0
9813,9145,travel,friends,sunny,afternoon,1,1,0,0,0
9814,13619,travel,friends,sunny,afternoon,1,0,0,0,0
9815,4994,travel,friends,rainy,evening,1,1,0,0,0
9816,14037,travel,family,sunny,morning,1,1,0,0,0
9817,4893,travel,family,rainy,afternoon,1,1,0,8,0
9818,7604,travel,family,snowy,afternoon,1,1,0,0,0
9819,16851,travel,alone,snowy,evening,1,1,0,0,0
9820,13744,travel,alone,snowy,evening,1,0,0,13,0
9821,1057,travel,family,sunny,evening,1,0,0,0,1
9822,19384,travel,alone,sunny,afternoon,1,0,0,0,1
9823,12052,travel,family,rainy,evening,1,1,0,0,0
9824,9723,travel,family,snowy,evening,1,1,0,0,0
9825,13763,travel,friends,sunny,morning,1,1,0,29,0
9826,17427,travel,alone,snowy,evening,1,0,0,0,0
9827,8898,travel,alone,sunny,afternoon,1,0,0,0,1
9828,4280,work,alone,snowy,morning,1,1,1,0,0
9829,5115,travel,friends,sunny,afternoon,1,1,0,0,0
9830,4468,travel,friends,rainy,night,1,1,0,23,0
9831,18839,travel,alone,snowy,evening,1,0,0,21,0
9832,3776,travel,alone,sunny,afternoon,1,0,0,0,1
9833,10897,work,alone,rainy,morning,1,1,1,0,0
9834,18604,work,alone,snowy,morning,1,1,1,0,0
9835,6780,travel,alone,sunny,morning,1,1,0,0,0
9836,15875,travel,family,rainy,afternoon,1,1,0,23,0
9837,10284,travel,family,snowy,afternoon,1,1,0,19,0
9838,7290,travel,alone,snowy,evening,1,1,0,0,0
9839,16204,work,alone,snowy,morning,1,1,1,20,0
9840,19809,work,alone,snowy,morning,1,1,1,0,0
9841,12571,travel,family,rainy,night,1,1,0,1,0
9842,2853,travel,family,snowy,afternoon,1,1,0,2,0
9843,19410,travel,alone,sunny,morning,1,1,0,0,0
9844,4705,travel,alone,sunny,afternoon,1,0,0,0,0
9845,19779,travel,friends,sunny,afternoon,1,1,0,0,0
9846,14499,travel,friends,sunny,afternoon,1,0,0,2,0
9847,5276,travel,friends,sunny,night,1,0,0,2,0
9848,2329,travel,friends,rainy,evening,1,1,0,0,0
9849,11548,travel,family,sunny,afternoon,1,1,0,3,0
9850,13556,travel,alone,snowy,afternoon,1,1,0,0,0
9851,17892,travel,alone,snowy,evening,1,0,0,0,0
9852,11503,travel,alone,sunny,evening,1,0,0,2,1
9853,7075,work,alone,rainy,morning,1,1,1,0,0
9854,2803,work,alone,snowy,morning,1,1,1,0,0
9855,13535,travel,friends,sunny,afternoon,1,1,0,0,0
9856,3322,travel,friends,rainy,night,1,1,0,13,0
9857,9876,travel,alone,snowy,night,1,0,0,0,0
9858,7201,work,alone,rainy,morning,1,1,1,0,0
9859,8616,work,alone,snowy,morning,1,1,1,17,0
9860,7832,travel,alone,sunny,afternoon,1,0,0,0,0
9861,10969,travel,friends,sunny,afternoon,1,1,0,32,0
9862,4363,travel,friends,sunny,evening,1,0,0,20,0
9863,19902,travel,friends,rainy,night,1,1,0,0,0
9864,12569,travel,friends,snowy,morning,1,1,0,0,0
9865,16333,travel,alone,rainy,evening,1,0,0,0,1
9866,13668,travel,alone,snowy,evening,1,1,0,0,0
9867,9843,travel,alone,sunny,afternoon,1,0,0,21,1
9868,8361,work,alone,rainy,morning,1,1,1,0,0
9869,10597,work,alone,rainy,morning,1,1,1,0,0
9870,17421,work,alone,snowy,morning,1,1,1,0,0
9871,15657,work,alone,snowy,morning,1,1,1,0,0
9872,8109,work,alone,sunny,morning,1,0,0,0,1
9873,9968,travel,family,rainy,night,1,1,0,8,0
9874,16955,travel,family,snowy,afternoon,1,1,0,0,0
